City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
344,Namibe,-15.1961,12.1522,75.29,78,100,5.82,AO,overcast clouds
345,Anadyr,64.75,177.4833,-14.01,68,0,6.71,RU,clear sky
346,Vezirkopru,41.1436,35.4547,32.49,86,11,3.49,TR,few clouds
347,Abnub,27.2696,31.1511,49.3,66,0,7.36,EG,clear sky
348,Bolobo,-2.1667,16.2333,72.12,82,100,3.24,CD,overcast clouds
349,Barmer,25.75,71.3833,64.33,26,0,6.4,IN,clear sky
350,Darnah,32.767,22.6367,56.37,69,84,3.62,LY,broken clouds
351,Aquidauana,-20.4711,-55.7872,75.47,70,11,3.89,BR,few clouds
352,Rocha,-34.4833,-54.3333,64.33,94,2,5.14,UY,clear sky
353,Kurumkan,54.3,110.3,-7.71,93,86,1.86,RU,overcast clouds
354,Aripuana,-9.1667,-60.6333,70.61,100,100,1.45,BR,overcast clouds
355,Puerto Escondido,15.85,-97.0667,81.43,69,0,4.61,MX,clear sky
356,Nevelsk,46.6733,141.8633,21.63,85,100,24.9,RU,light snow
357,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.08,96,58,2.19,BR,broken clouds
358,Ushtobe,45.2514,77.9838,8.89,86,4,4.03,KZ,clear sky
359,Puerto Colombia,10.9878,-74.9547,78.89,78,57,31.03,CO,broken clouds
360,Rexburg,43.826,-111.7897,38.46,69,0,4.61,US,clear sky
361,Krasnoselkup,65.7,82.4667,18.59,90,100,18.9,RU,overcast clouds
362,Galle,6.0367,80.217,78.44,80,31,1.21,LK,scattered clouds
363,Kutum,14.2,24.6667,51.69,25,6,12.39,SD,clear sky
364,Goderich,43.7501,-81.7165,21.9,69,99,12.91,CA,overcast clouds
365,Kloulklubed,7.0419,134.2556,84.7,78,77,22.06,PW,broken clouds
366,Mineros,-17.1167,-63.2333,78.39,86,99,3.4,BO,overcast clouds
367,Beringovskiy,63.05,179.3167,-12.37,96,100,11.88,RU,overcast clouds
368,Talara,-4.5772,-81.2719,72.1,79,87,7.2,PE,overcast clouds
369,Leshukonskoye,64.8989,45.7622,26.65,95,100,7.45,RU,overcast clouds
370,Kachug,53.9606,105.8817,7.66,93,100,1.86,RU,overcast clouds
371,Quesnel,52.9999,-122.5029,36.1,64,0,4.61,CA,clear sky
372,Sisimiut,66.9395,-53.6735,-9.29,89,100,5.21,GL,overcast clouds
373,High Level,58.5169,-117.136,-7.49,77,20,14.97,CA,few clouds
374,Santa Leopoldina,-20.1006,-40.5297,78.42,98,100,2.59,BR,moderate rain
375,Vilhena,-12.7406,-60.1458,69.06,97,78,6.82,BR,broken clouds
376,Banfora,10.6333,-4.7667,79.84,16,4,3.56,BF,clear sky
377,Deputatskiy,69.3,139.9,-28.19,100,47,1.5,RU,scattered clouds
378,Gambiran,-6.7988,111.4951,80.33,82,100,5.88,ID,overcast clouds
379,Jiblah,13.9216,44.1467,57.92,77,14,2.33,YE,few clouds
380,Barranca,-10.75,-77.7667,72.12,80,100,7.27,PE,overcast clouds
381,Constitucion,-35.3333,-72.4167,58.68,88,0,13.04,CL,clear sky
382,Khasan,42.4308,130.6434,17.29,51,5,21.12,RU,clear sky
383,Anahuac,27.2333,-100.15,58.5,31,84,9.1,MX,broken clouds
384,Kirakira,-10.4544,161.9205,84.88,76,26,7.63,SB,scattered clouds
385,Quimperle,47.8667,-3.55,52.52,100,100,13.8,FR,overcast clouds
386,Vao,-22.6667,167.4833,78.4,80,100,7.2,NC,moderate rain
387,Ocala,29.1872,-82.1401,58.71,42,0,5.75,US,clear sky
388,Karpogory,64.0019,44.4451,27.5,97,100,7.27,RU,light snow
389,Ariquemes,-9.9133,-63.0408,71.44,99,99,4.03,BR,light rain
390,Jharsuguda,21.85,84.0333,69.12,43,90,1.16,IN,overcast clouds
391,Tumen,42.9661,129.8425,14.95,54,57,11.7,CN,broken clouds
392,Florida,28.7505,-82.5001,60.03,44,0,3.44,US,clear sky
393,Litovko,49.2361,135.1742,10.17,82,99,3.67,RU,overcast clouds
394,Pedernales,18.0384,-71.744,77.07,72,37,5.53,DO,scattered clouds
395,Kibaya,-5.3,36.5667,59.7,98,100,1.88,TZ,light rain
396,Naryan-Mar,67.6713,53.087,27.68,93,100,14.67,RU,light snow
397,Manaure,11.7751,-72.4445,76.28,80,13,15.7,CO,few clouds
398,Kaeo,-35.1,173.7833,77.32,67,15,8.59,NZ,few clouds
399,Bali,-8.5,115.0,85.23,75,100,2.93,ID,overcast clouds
400,Port Elizabeth,-33.918,25.5701,70.09,78,0,28.77,ZA,clear sky
401,Belmonte,-15.8631,-38.8828,79.3,85,50,7.7,BR,scattered clouds
402,Uglegorsk,49.0833,142.0333,18.41,86,100,7.74,RU,overcast clouds
403,Khandyga,62.6667,135.6,-25.73,93,92,0.67,RU,overcast clouds
404,Bull Savanna,17.8868,-77.5902,73.02,80,8,3.15,JM,clear sky
405,Gyonk,46.556,18.4769,40.39,84,100,7.05,HU,overcast clouds
406,Salalah,17.0151,54.0924,69.89,73,20,5.75,OM,few clouds
407,Whitianga,-36.8333,175.7,71.71,73,31,5.86,NZ,scattered clouds
408,Tulle,45.3333,1.8333,37.98,89,100,2.26,FR,overcast clouds
409,Bajitpur,24.2167,90.95,68.04,46,6,4.65,BD,clear sky
410,Klaksvik,62.2266,-6.589,36.52,73,100,37.29,FO,overcast clouds
411,Morondava,-20.2833,44.2833,79.27,85,91,4.83,MG,overcast clouds
412,Vila Velha,-20.3297,-40.2925,78.75,91,40,8.05,BR,moderate rain
413,Ambanja,-13.6833,48.45,72.63,92,100,3.24,MG,overcast clouds
414,Shimoda,34.6667,138.95,55.51,67,16,17.02,JP,few clouds
415,Laureles,26.1092,-97.4941,62.62,60,100,6.91,US,overcast clouds
416,Santa Fe,-31.6333,-60.7,75.02,72,99,7.0,AR,light rain
417,Flinders,-34.5833,150.8552,85.17,62,0,5.99,AU,clear sky
418,Te Anau,-45.4167,167.7167,65.91,39,22,0.4,NZ,few clouds
419,Basco,20.4487,121.9702,70.83,80,100,37.4,PH,overcast clouds
420,Aktash,50.3,87.7333,-5.6,90,99,1.86,RU,overcast clouds
421,Saint-Augustin,51.226,-58.6502,3.16,91,100,1.23,CA,overcast clouds
422,Lagoa,39.05,-27.9833,55.15,59,93,9.35,PT,overcast clouds
423,Medea,36.2642,2.7539,46.85,95,42,2.17,DZ,scattered clouds
424,Novaya Lyalya,59.055,60.599,23.29,90,96,8.63,RU,overcast clouds
425,Dudinka,69.4058,86.1778,22.62,94,100,20.27,RU,snow
426,Mantua,45.1667,10.7833,50.27,91,63,1.63,IT,broken clouds
427,Kavieng,-2.5744,150.7967,83.86,75,95,13.85,PG,light rain
428,Ayame,5.6083,-3.1563,77.14,90,99,3.87,CI,overcast clouds
429,Bethal,-26.4579,29.4655,60.55,95,0,4.05,ZA,clear sky
430,Genhe,50.7833,121.5167,-3.06,83,99,2.95,CN,overcast clouds
431,Pangnirtung,66.1451,-65.7125,-28.93,98,99,3.06,CA,overcast clouds
432,Escarcega,18.6089,-90.7454,75.85,73,100,3.96,MX,overcast clouds
433,Katangli,51.7102,143.2326,16.63,90,100,12.91,RU,overcast clouds
434,Iracoubo,5.4802,-53.2011,75.06,89,39,7.05,GF,scattered clouds
435,Boa Vista,2.8197,-60.6733,84.18,54,0,10.36,BR,clear sky
436,Dovolnoye,54.4958,79.6671,-10.43,100,95,4.85,RU,overcast clouds
437,Shelburne,44.0787,-80.2041,11.53,91,71,4.94,CA,broken clouds
438,Belyy Yar,53.6039,91.3903,-0.51,85,100,0.0,RU,overcast clouds
439,Algiers,36.7525,3.042,55.22,88,75,9.22,DZ,broken clouds
440,Springdale,36.1867,-94.1288,48.31,55,0,8.05,US,clear sky
441,Ketchikan,55.3422,-131.6461,40.98,87,75,4.61,US,broken clouds
442,Weston,26.1004,-80.3998,73.42,87,100,12.66,US,overcast clouds
443,Tromso,69.6496,18.957,23.02,54,0,11.5,NO,clear sky
444,Majene,-3.5403,118.9707,82.51,72,100,4.29,ID,overcast clouds
445,Berdigestyakh,62.0989,126.6992,-13.47,95,99,4.47,RU,overcast clouds
446,Bardiyah,31.7561,25.0865,55.47,79,11,2.42,LY,few clouds
447,Ulaanbaatar,47.9077,106.8832,-7.47,64,0,2.24,MN,clear sky
448,Itoman,26.1247,127.6694,59.38,69,75,28.77,JP,broken clouds
449,Salamina,37.9643,23.4965,57.83,85,100,1.19,GR,overcast clouds
450,Qinzhou,21.95,108.6167,41.31,89,100,17.34,CN,moderate rain
451,Abu Zabad,12.35,29.25,61.47,18,20,17.43,SD,few clouds
452,Parabel,58.6978,81.4825,4.12,91,8,7.67,RU,clear sky
453,Emerald,-23.5333,148.1667,84.34,49,92,14.32,AU,overcast clouds
454,Pimentel,-6.8367,-79.9342,72.01,77,100,12.24,PE,overcast clouds
455,Dumas,35.8656,-101.9732,53.02,23,0,18.41,US,clear sky
456,Berlin,52.5244,13.4105,39.33,86,75,11.5,DE,broken clouds
457,Sakaiminato,35.55,133.2333,37.33,75,75,17.27,JP,light shower snow
458,Vanimo,-2.6741,141.3028,76.32,93,100,3.13,PG,moderate rain
459,Laguna,38.421,-121.4238,66.7,44,0,4.61,US,clear sky
460,Atambua,-9.1061,124.8925,82.94,67,39,2.04,ID,scattered clouds
461,Bonthe,7.5264,-12.505,77.43,84,1,2.37,SL,clear sky
462,Novyy Urgal,51.0736,132.5642,-0.81,90,100,1.23,RU,overcast clouds
463,Guerrero Negro,27.9769,-114.0611,63.0,47,0,11.65,MX,clear sky
464,Champerico,14.3,-91.9167,81.36,69,3,5.21,GT,clear sky
465,Jaguaruna,-28.615,-49.0256,70.05,88,35,7.0,BR,scattered clouds
466,Atar,20.5169,-13.0499,67.93,16,0,11.81,MR,clear sky
467,Bambous Virieux,-20.3428,57.7575,81.21,94,75,25.32,MU,moderate rain
468,Simpang Empat,4.95,100.6333,87.8,78,58,2.01,MY,broken clouds
469,Chernelytsya,48.8121,25.4248,36.48,66,16,8.1,UA,few clouds
470,Gimli,50.6336,-96.9907,20.12,86,100,6.91,CA,overcast clouds
471,Senno,59.5336,33.9167,30.25,97,100,12.64,RU,light snow
472,Kingaroy,-26.5333,151.8333,78.3,55,100,5.55,AU,overcast clouds
473,Ekibastuz,51.6667,75.3667,9.55,79,1,8.03,KZ,clear sky
474,Sangar,63.9242,127.4739,-28.48,95,86,0.96,RU,overcast clouds
475,Mahina,-17.5065,-149.489,82.17,69,75,18.41,PF,broken clouds
476,Yuli,9.6989,10.2744,69.4,23,93,8.46,NG,overcast clouds
477,Road Town,18.4167,-64.6167,75.99,83,20,5.75,VG,few clouds
478,Palaikastron,35.2,26.25,53.8,56,48,5.84,GR,scattered clouds
479,Albox,37.3886,-2.1495,54.32,86,99,1.01,ES,overcast clouds
480,North Bend,43.4065,-124.2243,48.92,94,100,5.75,US,overcast clouds
481,Pouembout,-21.1333,164.9,83.68,71,100,3.27,NC,overcast clouds
482,Sikasso,10.9167,-7.0,76.33,16,3,5.73,ML,clear sky
483,Luderitz,-26.6481,15.1594,66.67,76,0,13.51,NA,clear sky
484,Sao Francisco De Assis,-29.5503,-55.1311,75.83,31,10,6.2,BR,clear sky
485,Anloga,5.7947,0.8973,80.19,87,100,13.96,GH,overcast clouds
486,Chikmagalur,13.3167,75.7833,63.01,67,79,2.26,IN,broken clouds
487,Mahajanga,-15.7167,46.3167,77.02,94,20,2.3,MG,few clouds
488,Garowe,8.4054,48.4845,64.11,86,79,9.55,SO,broken clouds
489,Yeppoon,-23.1333,150.7333,87.58,59,70,13.87,AU,broken clouds
490,Troitsk,54.0979,61.5773,-0.15,90,51,8.3,RU,broken clouds
491,Avera,33.194,-82.5271,53.47,58,0,6.91,US,clear sky
492,Tukrah,32.5341,20.5791,55.15,88,85,5.46,LY,overcast clouds
493,Trairi,-3.2778,-39.2689,76.23,89,98,7.11,BR,overcast clouds
494,Luzhou,28.8724,105.4405,42.57,86,100,4.12,CN,overcast clouds
495,Wanning,18.8003,110.3967,59.58,88,100,16.62,CN,overcast clouds
496,Mazyr,52.0495,29.2456,36.37,75,87,16.67,BY,overcast clouds
497,Port-Gentil,-0.7193,8.7815,80.71,79,100,4.27,GA,light rain
498,Qasigiannguit,68.8193,-51.1922,7.05,91,100,7.94,GL,overcast clouds
499,Grindavik,63.8424,-22.4338,33.75,74,75,26.46,IS,broken clouds
500,New Iberia,30.0035,-91.8187,53.67,43,0,6.91,US,clear sky
501,Monrovia,6.3005,-10.7969,78.78,90,1,4.74,LR,clear sky
502,Luena,-11.7833,19.9167,60.67,97,100,1.88,AO,light rain
503,Nouadhibou,20.931,-17.0347,62.58,82,0,27.63,MR,clear sky
504,Westport,41.1415,-73.3579,26.8,46,0,21.85,US,clear sky
505,Sioux Lookout,50.1001,-91.917,7.18,85,100,11.5,CA,overcast clouds
506,Beian,63.6559,9.5683,33.01,93,40,17.27,NO,light snow
507,Winnemucca,40.973,-117.7357,46.11,36,0,9.22,US,clear sky
508,Samarai,-10.6167,150.6667,85.93,71,45,9.51,PG,scattered clouds
509,Haines Junction,60.7522,-137.5108,28.35,64,100,10.36,CA,overcast clouds
510,Alekseyevsk,57.8406,108.3492,0.86,97,90,1.32,RU,overcast clouds
511,Maraba,-5.3686,-49.1178,72.25,97,100,0.92,BR,overcast clouds
512,Bonavista,48.6499,-53.1147,28.11,68,89,13.6,CA,overcast clouds
513,Batticaloa,7.7102,81.6924,77.29,87,54,5.7,LK,broken clouds
514,Presidencia Roque Saenz Pena,-26.7852,-60.4388,83.7,29,73,3.22,AR,broken clouds
515,Fredericksburg,38.3032,-77.4605,33.6,38,0,13.8,US,clear sky
516,Kizukuri,40.8061,140.3861,37.94,68,95,16.17,JP,overcast clouds
517,Orchard Homes,46.8633,-114.0484,45.59,60,100,8.99,US,overcast clouds
518,Port Moresby,-9.4431,147.1797,85.42,74,75,11.5,PG,broken clouds
519,Tolbazy,54.0241,55.8825,20.16,93,100,15.28,RU,light snow
520,Albanel,48.8832,-72.4487,3.34,71,67,11.5,CA,broken clouds
521,Broome,42.2506,-75.833,18.7,71,100,19.57,US,overcast clouds
522,Biella,45.5871,8.0859,41.7,38,2,5.19,IT,clear sky
523,Makurdi,7.7411,8.5121,76.69,25,60,4.07,NG,broken clouds
524,Qandala,11.472,49.8728,70.34,76,15,5.68,SO,few clouds
525,Bonito,-21.1211,-56.4819,76.57,60,2,5.73,BR,clear sky
526,Biskamzha,53.4497,89.5272,1.4,98,71,1.39,RU,broken clouds
527,Bourail,-21.5667,165.4833,81.45,74,100,1.14,NC,overcast clouds
528,Davenda,53.5556,119.317,0.9,73,100,7.11,RU,overcast clouds
529,San Fernando,15.0286,120.6898,87.15,49,92,7.61,PH,overcast clouds
530,Rzhaksa,52.1338,42.0264,33.24,95,100,18.07,RU,overcast clouds
531,Sao Miguel Do Araguaia,-13.275,-50.1628,68.68,98,100,2.33,BR,overcast clouds
532,Marathon,44.9,-89.7668,15.33,56,0,14.97,US,clear sky
533,Manta,-0.95,-80.7333,78.58,83,40,2.3,EC,scattered clouds
534,Patacamaya,-17.2333,-67.9167,46.56,80,99,0.72,BO,overcast clouds
535,Walvis Bay,-22.9575,14.5053,67.08,86,20,3.98,NA,few clouds
536,Teknaf,20.8624,92.3058,68.04,39,37,4.41,BD,scattered clouds
537,Lere,10.387,8.5726,66.07,23,90,8.52,NG,overcast clouds
538,Bud,39.447,-86.1758,24.75,75,0,1.81,US,clear sky
539,Sao Joao Da Barra,-21.6403,-41.0511,75.24,93,100,8.79,BR,overcast clouds
540,Baneh,35.9975,45.8853,34.38,99,100,5.93,IR,snow
541,Pasni,25.2631,63.471,71.33,51,0,7.02,PK,clear sky
542,Taoudenni,22.6783,-3.9836,68.38,22,6,10.51,ML,clear sky
543,Sorland,67.667,12.6934,29.89,64,88,12.75,NO,overcast clouds
544,Bestobe,52.4994,73.0975,2.39,85,2,5.68,KZ,clear sky
545,Carauari,-4.8828,-66.8958,72.88,98,100,2.01,BR,heavy intensity rain
546,Ranghulu,46.65,124.8667,2.48,88,61,5.66,CN,broken clouds
547,Kupang,-10.1667,123.5833,84.72,72,42,1.3,ID,scattered clouds
548,Mashhad,36.297,59.6062,44.74,57,0,6.91,IR,clear sky
549,Eyl,7.9803,49.8164,72.82,79,65,17.11,SO,broken clouds
550,Inirida,3.8653,-67.9239,77.05,74,59,2.82,CO,broken clouds
551,Yenagoa,4.9247,6.2642,77.23,88,100,2.57,NG,overcast clouds
552,Chapais,49.7834,-74.8492,-6.02,91,100,9.84,CA,overcast clouds
553,Orange Cove,36.6244,-119.3137,65.86,45,0,3.91,US,clear sky
554,Menomonie,44.8755,-91.9193,21.43,58,55,8.05,US,broken clouds
555,La Asuncion,11.0333,-63.8628,78.53,73,5,8.05,VE,clear sky
556,Vredendal,-31.6683,18.5012,61.95,96,57,5.86,ZA,broken clouds
557,Kajaani,64.2273,27.7285,23.05,93,100,8.05,FI,light snow
558,Manaus,-3.1019,-60.025,77.5,94,0,3.44,BR,clear sky
559,Baykit,61.67,96.37,8.2,99,99,2.62,RU,overcast clouds
560,Takaka,-40.85,172.8,67.55,73,50,6.35,NZ,scattered clouds
561,Marigot,18.0667,-63.0833,76.78,73,20,8.05,MF,few clouds
562,Andros Town,24.7,-77.7667,75.16,76,1,8.79,BS,clear sky
563,Loa Janan,-0.583,117.095,75.16,96,100,4.52,ID,overcast clouds
564,Tsogni,-2.7942,10.0988,76.08,90,100,0.76,GA,light rain
565,Arlit,18.7369,7.3853,62.58,16,10,6.93,NE,clear sky
566,Hirara,24.8,125.2833,57.47,77,75,31.07,JP,broken clouds
567,Bubaque,11.2833,-15.8333,77.32,65,44,12.77,GW,scattered clouds
568,Nayoro,44.3506,142.4578,30.25,95,100,2.55,JP,snow
569,Gua Musang,4.8823,101.9644,81.61,79,81,1.59,MY,broken clouds
570,Alice Springs,-23.7,133.8833,83.75,24,0,12.66,AU,clear sky
571,Hovd,48.0056,91.6419,-5.57,93,99,0.85,MN,overcast clouds
572,Escondido,33.1192,-117.0864,63.57,69,0,6.91,US,clear sky
573,Luancheng,37.8792,114.6517,33.96,22,1,5.55,CN,clear sky
574,Yaan,7.3833,8.5667,76.46,62,58,5.61,NG,broken clouds
575,Sidi Ali,36.0998,0.4206,53.47,91,88,3.76,DZ,overcast clouds
576,Fare,-16.7,-151.0167,81.55,72,76,17.81,PF,broken clouds
577,Brighton,50.8284,-0.1395,50.76,92,93,17.0,GB,overcast clouds
578,Gondar,12.6,37.4667,57.7,27,6,4.41,ET,clear sky
579,Shebalino,51.2917,85.6772,8.96,95,14,4.54,RU,few clouds
580,Soc Trang,9.6033,105.98,80.56,65,100,8.1,VN,overcast clouds
581,Lewistown,40.5992,-77.5714,23.07,74,0,18.41,US,clear sky
582,Makakilo City,21.3469,-158.0858,77.32,68,20,9.22,US,few clouds
583,Sheopur,25.6667,76.7,58.59,41,0,5.28,IN,clear sky
584,Latung,5.5,120.8833,79.45,78,100,5.79,PH,light rain
585,Deep River,46.1001,-77.4995,6.44,82,53,8.43,CA,broken clouds
586,Simbahan,6.3032,120.5836,79.65,78,100,8.08,PH,light rain
587,Shiyan,32.6475,110.7781,39.04,55,100,3.04,CN,overcast clouds
588,Half Moon Bay,37.4636,-122.4286,66.42,58,20,11.5,US,few clouds
589,Pozo Colorado,-23.4923,-58.7972,83.84,36,37,0.18,PY,scattered clouds
590,Buin,-33.7333,-70.75,74.73,47,0,2.46,CL,clear sky
591,Hohhot,40.8106,111.6522,8.89,52,0,2.24,CN,clear sky
592,Tacuarembo,-31.7333,-55.9833,72.23,47,24,9.69,UY,few clouds
593,Athabasca,54.7169,-113.2854,6.62,84,87,11.56,CA,overcast clouds
594,Podgorica,42.4411,19.2636,56.52,69,100,3.98,ME,overcast clouds
595,Bosconia,9.9689,-73.8836,85.19,40,79,6.71,CO,broken clouds
596,Birao,10.2849,22.7882,70.7,17,49,12.46,CF,scattered clouds
597,Zdunska Wola,51.5992,18.9397,36.32,71,100,5.01,PL,overcast clouds
598,Lulea,65.5842,22.1547,15.87,100,100,8.05,SE,overcast clouds
599,Larsnes,62.2028,5.5773,37.67,85,100,18.21,NO,light rain
600,Sumbawanga,-7.9667,31.6167,57.13,93,100,2.33,TZ,light rain
601,Myitkyina,25.3833,97.4,63.0,38,0,0.25,MM,clear sky
602,Gaoua,10.2992,-3.2508,81.12,21,3,3.31,BF,clear sky
603,Rodos,36.4408,28.2225,51.46,66,0,0.0,GR,clear sky
604,Corinto,37.9407,22.9573,55.69,80,100,2.39,GR,overcast clouds
605,Punta De Bombon,-17.1717,-71.7931,71.33,83,58,0.98,PE,broken clouds
606,Monterey,36.2505,-121.2516,58.06,39,7,8.59,US,clear sky
607,Marawi,7.9986,124.2928,72.64,84,100,2.39,PH,overcast clouds
608,Deming,32.2687,-107.7586,53.49,20,0,5.75,US,clear sky
609,Rafai,4.95,23.9167,69.51,26,79,1.88,CF,broken clouds
610,Abu Samrah,35.3029,37.1841,46.71,70,0,6.35,SY,clear sky
611,Torit,4.4133,32.5678,77.56,24,26,2.51,SS,scattered clouds
612,Tessalit,20.1986,1.0114,70.99,14,100,14.23,ML,overcast clouds
613,Feira Grande,-9.8944,-36.6793,75.7,79,15,10.02,BR,few clouds
614,Guadalupe Victoria,32.2869,-115.105,72.12,14,8,5.41,MX,clear sky
615,Hede,33.7681,120.2517,35.35,21,51,8.9,CN,broken clouds
616,Bonga,7.2833,36.2333,60.76,74,52,2.3,ET,broken clouds
617,Jasper,37.2001,-94.3502,46.45,46,0,6.91,US,clear sky
618,Baykalsk,51.5058,104.1469,16.21,93,100,2.66,RU,light snow
619,Krasnyy Kut,50.95,46.9667,31.33,92,100,15.64,RU,overcast clouds
620,Oyem,1.5995,11.5793,66.11,91,75,3.4,GA,broken clouds
621,Misratah,32.3754,15.0925,60.62,54,100,11.72,LY,overcast clouds
622,Southbridge,42.0751,-72.0334,25.18,57,35,5.99,US,scattered clouds
623,Lujan,-34.5703,-59.105,75.97,73,100,4.0,AR,overcast clouds
624,Merauke,-8.4667,140.3333,80.42,82,100,6.67,ID,overcast clouds
625,Saposoa,-6.934,-76.7716,84.81,98,100,1.92,PE,overcast clouds
626,La Ronge,55.1001,-105.2842,-1.95,71,40,8.05,CA,scattered clouds
627,Villamaria,5.0449,-75.5146,61.27,97,57,3.98,CO,broken clouds
628,Sao Felix Do Xingu,-6.6447,-51.995,70.7,99,100,0.87,BR,overcast clouds
629,Yueyang,29.3333,113.0919,40.15,73,100,8.12,CN,overcast clouds
630,Marystown,47.1666,-55.1483,28.85,100,15,5.66,CA,few clouds
631,Santa Rita,-7.1139,-34.9781,79.47,89,40,3.44,BR,scattered clouds
632,Ocampo,21.65,-101.5,54.3,58,7,8.43,MX,clear sky
633,Stephenville,32.2207,-98.2023,52.92,34,0,4.0,US,clear sky
634,Karben,50.2302,8.7716,46.33,71,100,21.99,DE,overcast clouds
635,Young,-32.6833,-57.6333,73.81,43,73,6.15,UY,broken clouds
636,Homer,59.6425,-151.5483,39.07,81,40,8.01,US,scattered clouds
637,Doka,13.5167,35.7667,67.32,18,5,13.38,SD,clear sky
638,Hvolsvollur,63.7533,-20.2243,29.8,67,100,16.42,IS,snow
639,Maiduguri,11.8464,13.1603,64.4,41,3,9.84,NG,clear sky
640,Taguisa,6.6983,124.0358,80.78,75,100,1.21,PH,overcast clouds
641,Marsabit,2.3284,37.9899,70.99,48,75,8.19,KE,broken clouds
642,San Luis Potosi,22.5,-100.5,50.54,78,61,12.19,MX,broken clouds
643,Am Timan,11.0297,20.2827,72.19,20,24,6.42,TD,few clouds
644,Necochea,-38.5473,-58.7368,67.03,81,100,12.33,AR,overcast clouds
645,Terrace Bay,48.7834,-87.1,17.22,92,100,22.62,CA,snow
646,Oranjemund,-28.55,16.4333,62.73,96,29,10.83,NA,scattered clouds
647,Waingapu,-9.6567,120.2641,85.39,66,13,1.74,ID,few clouds
648,Sechura,-5.5569,-80.8222,73.58,70,93,10.45,PE,overcast clouds
649,Mufumbwe,-13.6833,24.8,62.01,98,100,3.58,ZM,overcast clouds
650,Yantal,56.8471,105.2542,9.7,93,100,1.34,RU,light snow
651,Neya,58.2972,43.8681,33.01,97,100,12.21,RU,light snow
652,Itarema,-2.9248,-39.9167,78.89,82,84,10.27,BR,broken clouds
653,Puurs,51.075,4.29,46.62,85,100,8.05,BE,overcast clouds
654,Artigas,-30.4,-56.4667,78.21,32,5,4.12,UY,clear sky
655,Chhoti Sadri,24.3833,74.7,57.94,34,0,3.31,IN,clear sky
656,Poum,-20.2333,164.0167,80.96,77,100,10.18,NC,overcast clouds
657,Kobayashi,31.9833,130.9833,41.77,61,61,15.84,JP,broken clouds
658,Vila Franca Do Campo,37.7167,-25.4333,55.2,69,31,2.98,PT,scattered clouds
659,Geilo,60.5333,8.2076,8.55,89,7,9.33,NO,clear sky
660,Zyryanovsk,49.7386,84.2719,-14.66,100,75,1.63,KZ,broken clouds
661,Caravelas,-17.7125,-39.2481,77.54,84,42,7.58,BR,scattered clouds
662,Kutulik,53.3508,102.7839,15.1,95,100,6.53,RU,light snow
663,Planaltina,-15.4528,-47.6142,66.49,98,100,1.83,BR,light rain
664,Ouesso,1.6136,16.0517,69.24,98,100,1.57,CG,overcast clouds
665,Nishihara,26.1842,127.7558,58.66,70,100,28.77,JP,overcast clouds
666,Soyalo,16.9,-92.9167,59.9,91,59,5.08,MX,broken clouds
667,Tripoli,32.8752,13.1875,63.14,44,100,8.19,LY,overcast clouds
668,Vostok,46.4856,135.8833,6.96,86,100,6.55,RU,light snow
669,Quatre Cocos,-20.2078,57.7625,81.09,90,100,30.6,MU,moderate rain
670,Bayan,46.0833,127.4,6.69,90,99,6.85,CN,overcast clouds
671,Yangcun,39.3639,117.0603,30.18,39,0,5.93,CN,clear sky
672,Ayagoz,47.9714,80.4392,-5.4,86,0,6.33,KZ,clear sky
673,Muscatine,41.4667,-91.1335,21.47,52,0,12.66,US,clear sky
674,Seoul,37.5683,126.9778,27.91,31,0,17.27,KR,clear sky
675,Marsa Matruh,31.3525,27.2453,53.8,71,40,5.75,EG,scattered clouds
676,Palana,59.1167,159.9667,5.54,86,50,8.52,RU,scattered clouds
677,Springbok,-29.6643,17.8865,63.07,56,0,3.58,ZA,clear sky
678,Gat,31.61,34.7642,54.39,100,28,5.48,IL,scattered clouds
679,Allende,25.2833,-100.0167,65.75,44,97,3.02,MX,overcast clouds
680,North Platte,41.1239,-100.7654,50.38,35,0,16.11,US,clear sky
681,Cap-Aux-Meules,47.3821,-61.8597,23.05,80,75,13.8,CA,broken clouds
682,Biak,-0.9131,122.8766,79.57,81,100,4.0,ID,light rain
683,Bani,18.2833,-70.3333,73.74,76,14,13.02,DO,few clouds
